"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Convolvulus arvensis L.","Convolvulus arvensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,50,1,"wfo-0001296633","urn:lsid:ipni.org:names:265849-1","8500005","Convolvulus arvensis","species","wfo-4000009203","L.","Convolvulaceae","","",NA,"Convolvulus","","arvensis","","species","Valid","Sp. Pl. : 153 (1753)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 1: 153 1753  to Sp. Pl. : 153 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-8500005 >The Pla","http://www.theplantlist.org/tpl1.1/record/tro-8500005","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-8500005","",FALSE,"","",""
"Descurainia incana L.","Descurainia incana L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,51,1,"wfo-0000641891","urn:lsid:ipni.org:names:275770-2","891358","Descurainia incana","species","wfo-4000011184","(Bernh. ex Fisch. & C.A.Mey.) Dorn","Brassicaceae","","",NA,"Descurainia","","incana","","species","Valid","Vasc. Pl. Wyoming : 296 (1988)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Vasc. Pl. Wyoming 296 1988  to Vasc. Pl. Wyoming : 296 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-2761750","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2761750","",FALSE,"","",""
"Draba verna L.","Draba verna L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,52,1,"wfo-0000656282","urn:lsid:ipni.org:names:283173-1","905564","Draba verna","species","wfo-4000012494","L.","Brassicaceae","","",NA,"Draba","","verna","","species","Valid","Sp. Pl. : 642 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 642 1753  to Sp. Pl. : 642 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2777499 >The Plant ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:283173-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2777499","",TRUE,"Synonym","wfo-0000738428","Draba verna var. major"
"Dracocephalum parviflorum Nutt.","Dracocephalum parviflorum Nutt.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,15,53,1,"wfo-0000945424","urn:lsid:ipni.org:names:446484-1","63863","Dracocephalum parviflorum","species","wfo-4000012509","Nutt.","Lamiaceae","","",NA,"Dracocephalum","","parviflorum","","species","Valid","Gen. N. Amer. Pl. 2: 35 (1818)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Gen. N. Amer. Pl. 2: 35 1818  to Gen. N. Amer. Pl. 2: 35 (1818), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-63863","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-63863","",TRUE,"Synonym","wfo-0000945425","Dracocephalum parviflorum var. chelonicum"
"Echinochloa crus-galli","Echinochloa crus-galli (L.) P.Beauv.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,54,1,"wfo-0000865236","urn:lsid:ipni.org:names:399660-1","410191","Echinochloa crus-galli","species","wfo-4000012916","(L.) P.Beauv.","Poaceae","","",NA,"Echinochloa","","crus-galli","","species","Valid","Ess. Agrostogr. : 53 (1812)","Accepted","","wfo-0000883696",NA,"Source in seed data: wcs Update namepublishedIn from Ess. Agrostogr. 53 1812  to Ess. Agrostogr. : 53 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-41019","http://www.theplantlist.org/tpl1.1/record/kew-410191","The Poaceae TEN","A","kew-410191","",FALSE,"","",""
"Erodium cicutarium","Erodium cicutarium (L.) L'Hér.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,55,1,"wfo-0000676799","urn:lsid:ipni.org:names:372220-1","925993","Erodium cicutarium","species","wfo-4000013926","(L.) L'Hér.","Geraniaceae","","",NA,"Erodium","","cicutarium","","species","Valid","in Ait. Hort. Kew. ii. 414 (1789).","Accepted","","wfo-0000700223",NA,"Source in seed data: cmp Updated namepublishedIn from Hort. Kew. 2: 414 1789  to in Ait. Hort. Kew. ii. 414 (1789). , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-2798183","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2798183","",FALSE,"","",""
"Erysimum strictum P. Gaertn., B. Mey. & Scherb.","Erysimum strictum P. Gaertn., B. Mey. & Scherb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,30,56,1,"wfo-0000679302","urn:lsid:ipni.org:names:284256-1","928366","Erysimum virgatum","species","wfo-4000013961","Roth","Brassicaceae","","",NA,"Erysimum","","virgatum","","species","Valid","Catal. Bot. 1: 75 (1797)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Catal. Bot. fasc. i. 75. 1797 [Jan-Feb 1797]  to Catal. Bot. 1: 75 (1797), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/kew-2800561","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2800561","",TRUE,"Synonym","wfo-0000679226","Erysimum strictum"
"Erysimum strictum P. Gaertn., B. Mey. & Scherb.","Erysimum strictum P. Gaertn., B. Mey. & Scherb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,30,56,2,"wfo-0000679038","urn:lsid:ipni.org:names:284035-1","928125","Erysimum odoratum","species","wfo-4000013961","Ehrh.","Brassicaceae","","",NA,"Erysimum","","odoratum","","species","Valid","Beitr. Naturk. 7: 157 (1792)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Beitr. Naturk. [Ehrhart] 7: 157. 1792 [Jul-Dec 1792]  to Beitr. Naturk. 7: 157 (1792), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/kew-2800319","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2800319","",TRUE,"Synonym","wfo-0000679227","Erysimum strictum"
"Erysimum strictum P. Gaertn., B. Mey. & Scherb.","Erysimum strictum P. Gaertn., B. Mey. & Scherb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,30,56,3,"wfo-0000679228","urn:lsid:ipni.org:names:284193-1","928298","Erysimum strictum","species","","Hegetschw.","Brassicaceae","","",NA,"Erysimum","","strictum","","species","","Fl. Schweiz : 650 (1839)","Unchecked","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Schweiz [Hegetschweiler] 650. 1839 [Feb-Jul 1839]  to Fl. Schweiz : 650 (1839), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:284193-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2800492","",FALSE,"","",""
"Erysimum strictum P. Gaertn., B. Mey. & Scherb.","Erysimum strictum P. Gaertn., B. Mey. & Scherb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,30,56,4,"wfo-0000678837","urn:lsid:ipni.org:names:283886-1","927942","Erysimum incanum","species","wfo-4000013961","Kunze","Brassicaceae","","",NA,"Erysimum","","incanum","","species","Valid","Flora 29: 752 (1846)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Flora 29: 752. 1846  to Flora 29: 752 (1846), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2800135 >The Pla","http://www.theplantlist.org/tpl1.1/record/kew-2800135","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2800135","",TRUE,"Synonym","wfo-0000679229","Erysimum strictum"
"Erysimum strictum P. Gaertn., B. Mey. & Scherb.","Erysimum strictum P. Gaertn., B. Mey. & Scherb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,30,56,5,"wfo-0000679230","urn:lsid:ipni.org:names:284192-1","928300","Erysimum strictum","species","","Kuntze","Brassicaceae","","",NA,"Erysimum","","strictum","","species","","Revis. Gen. Pl. 2: 934. 1891 [5 Nov 1891]","Unchecked","","",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Huds.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2800494 >The Plant List v.","http://www.theplantlist.org/tpl1.1/record/kew-2800494","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2800494","",FALSE,"","",""
"Erythranthe guttata","Erythranthe guttata (DC.) G.L.Nesom",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,57,1,"wfo-0001333299","urn:lsid:ipni.org:names:77120232-1","77120232-1","Erythranthe guttata","species","wfo-4001303207","(DC.) G.L.Nesom","Phrymaceae","","",NA,"Erythranthe","","guttata","","species","Valid","Phytoneuron 2012-39: 43 (2012)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2012-39: 43. [16 May 2012] [epublished] to Phytoneuron 2012-39: 43 (2012), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77120232-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Fagopyrum esculentum Moench","Fagopyrum esculentum Moench",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,58,1,"wfo-0000685460","urn:lsid:ipni.org:names:694526-1","934953","Fagopyrum esculentum","species","wfo-4000014554","Moench","Polygonaceae","","",NA,"Fagopyrum","","esculentum","","species","Valid","Methodus : 290 (1794)","Accepted","","wfo-0000489612",NA,"Source in seed data: cmp Update namepublishedIn from Methodus 290 1794  to Methodus : 290 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2807310 >The Plan","http://www.theplantlist.org/tpl1.1/record/kew-2807310","The Caryophyllales Taxonomic Expert Network","A","kew-2807310","",FALSE,"","",""
"Fagopyrum tataricum","Fagopyrum tataricum (L.) Gaertn.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,59,1,"wfo-0000685494","urn:lsid:ipni.org:names:694553-1","934984","Fagopyrum tataricum","species","wfo-4000014554","(L.) Gaertn.","Polygonaceae","","",NA,"Fagopyrum","","tataricum","","species","Valid","Fruct. Sem. Pl. 2: 182 (1790)","Accepted","","wfo-0000489097",NA,"Source in seed data: cmp Update namepublishedIn from Fruct. Sem. Pl. 2: 182 1790  to Fruct. Sem. Pl. 2: 182 (1790), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-2807341","The Caryophyllales Taxonomic Expert Network","A","kew-2807341","",FALSE,"","",""
"Fallopia convolvulus","Fallopia convolvulus (L.) A. Löve",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,60,1,"wfo-0000685786","urn:lsid:ipni.org:names:103354-2","935267","Fallopia convolvulus","species","wfo-4000014581","(L.) Á.Löve","Polygonaceae","","",NA,"Fallopia","","convolvulus","","species","Valid","Taxon 19: 200 (1970)","Accepted","","wfo-0000489602",NA,"Source in seed data: cmp Update namepublishedIn from Taxon 19: 200 1970  to Taxon 19: 200 (1970), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2807634 >The Plan","http://www.theplantlist.org/tpl1.1/record/kew-2807634","The Caryophyllales Taxonomic Expert Network","A","kew-2807634","",FALSE,"","",""
"Festuca ovina L.","Festuca ovina L.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,304,FALSE,FALSE,NA,61,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",FALSE,"","",""
"Festuca rubra subsp. megastachya Gaudin","Festuca rubra subsp. megastachya Gaudin",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,26,62,1,"wfo-0000871854","urn:lsid:ipni.org:names:30010036-2","416502","Festuca rubra","species","wfo-4000014703","L.","Poaceae","","",NA,"Festuca","","rubra","","species","Valid","Sp. Pl. : 74 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 74 1753  to Sp. Pl. : 74 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-416502 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-416502","The Poaceae TEN","A","kew-416502","",FALSE,"","",""
"Fumaria officinalis L.","Fumaria officinalis L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,63,1,"wfo-0000693355","urn:lsid:ipni.org:names:673050-1","942962","Fumaria officinalis","species","wfo-4000015114","L.","Papaveraceae","Fumarioideae","Fumarieae",NA,"Fumaria","","officinalis","","species","Valid","Sp. Pl. 700 1753","Accepted","","",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2815499 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2815499 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2815499","The Papaveraceae TEN","A","kew-2815499","",FALSE,"","",""
"Fumaria officinalis L.","Fumaria officinalis L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,63,2,"wfo-0000636283","urn:lsid:ipni.org:names:672600-1","884125","Cysticapnos vesicaria","species","wfo-4000010565","(L.) Fedde","Papaveraceae","Fumarioideae","Fumarieae",NA,"Cysticapnos","","vesicaria","","species","Valid","Repert. Spec. Nov. Regni Veg. 19: 287 (1924)","Accepted","","wfo-0000693485",NA,"Source in seed data: cmp Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 19: 287. 1924 as 'versicarius' to Repert. Spec. Nov. Regni Veg. 19: 287 (1924), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre","http://www.theplantlist.org/tpl1.1/record/kew-2754374","The Papaveraceae TEN","A","kew-2754374","",TRUE,"Synonym","wfo-0000693358","Fumaria officinalis"
"Fumaria officinalis L.","Fumaria officinalis L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,63,3,"wfo-0000693480","urn:lsid:ipni.org:names:673141-1","943082","Fumaria vaillantii","species","wfo-4000015114","Loisel.","Papaveraceae","Fumarioideae","Fumarieae",NA,"Fumaria","","vaillantii","","species","Valid","J. Bot. (Paris) 2: 358 (1809)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from J. Bot. (Paris) 2: 358 1809  to J. Bot. (Paris) 2: 358 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-2815620","The Papaveraceae TEN","A","kew-2815620","",TRUE,"Synonym","wfo-0000693359","Fumaria officinalis"
"Fumaria officinalis L.","Fumaria officinalis L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,63,4,"wfo-0000693204","urn:lsid:ipni.org:names:672942-1","942822","Fumaria densiflora","species","wfo-4000015114","DC.","Papaveraceae","Fumarioideae","Fumarieae",NA,"Fumaria","","densiflora","","species","Valid","Cat. Pl. Horti Monsp. 113 1813","Accepted","","",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2815356 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2815356 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2815356","The Papaveraceae TEN","A","kew-2815356","",TRUE,"Synonym","wfo-0000693360","Fumaria officinalis"
"Galeopsis ladanum L.","Galeopsis ladanum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,64,1,"wfo-0000915101","urn:lsid:ipni.org:names:77172230-1","460115","Galeopsis ladanum  subsp. ladanum","subspecies","wfo-0000967997","","Lamiaceae","","",NA,"Galeopsis","","ladanum","ladanum","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-460115 >The Plant List v.1.1.</a> Origin","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77172230-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-460115","",TRUE,"Synonym","wfo-0000968001","Galeopsis ladanum var. nana"
"Galium aparine L.","Galium aparine L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,65,1,"wfo-0000970245","urn:lsid:ipni.org:names:77168475-1","87557","Galium spurium  subsp. spurium","subspecies","wfo-0000970236","","Rubiaceae","","",NA,"Galium","","spurium","spurium","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87557 >The Plant List v.1.1.</a> Origina","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168475-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-87557","",TRUE,"Synonym","wfo-0000968307","Galium aparine var. minor"
"Galium aparine L.","Galium aparine L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,65,2,"wfo-0000970236","urn:lsid:ipni.org:names:750665-1","87547","Galium spurium","species","wfo-4000015241","L.","Rubiaceae","","",NA,"Galium","","spurium","","species","Valid","Sp. Pl. : 106 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 106 1753  to Sp. Pl. : 106 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87547 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-87547","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-87547","",TRUE,"Synonym","wfo-0000968312","Galium aparine f. spurium"
"Galium aparine L.","Galium aparine L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,65,3,"wfo-0000970236","urn:lsid:ipni.org:names:750665-1","87547","Galium spurium","species","wfo-4000015241","L.","Rubiaceae","","",NA,"Galium","","spurium","","species","Valid","Sp. Pl. : 106 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 106 1753  to Sp. Pl. : 106 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87547 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-87547","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-87547","",TRUE,"Synonym","wfo-0000968316","Galium aparine f. tenerum"
"Galium aparine L.","Galium aparine L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,65,4,"wfo-0001391442","urn:lsid:ipni.org:names:106935-2","106935-2","Galium aparine var. minus","variety","","Hook.","Rubiaceae","","",NA,"Galium","","aparine","minus","variety","","Fl. Bor.-Amer. (Hooker) 1(6): 290. 1833 [late 1833]","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Galium aparine L.","Galium aparine L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,65,5,"wfo-0000968296","urn:lsid:ipni.org:names:30007294-2","85676","Galium aparine","species","wfo-4000015241","L.","Rubiaceae","","",NA,"Galium","","aparine","","species","Valid","Sp. Pl. : 108 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 108 1753  to Sp. Pl. : 108 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-85676 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-85676","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-85676","",TRUE,"Synonym","wfo-1200016774","Galium aparine var. verum"
"Gnaphalium sylvaticum L.","Gnaphalium sylvaticum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,66,1,"wfo-0000072738","urn:lsid:ipni.org:names:235193-1","GCC-55F0C161-D1D0-4486-9121-367E06475C51","Omalotheca sylvatica","species","wfo-4000026792","(L.) Sch.Bip. & F.W.Schultz","Asteraceae","","",NA,"Omalotheca","","sylvatica","","species","Valid","Arch. Fl. 2: 311 (1861)","Accepted","","wfo-0000018897",NA,"Source in seed data: gcc Update namepublishedIn from Arch. Fl. 2: 311. 1861 [Apr 1861]  to Arch. Fl. 2: 311 (1861), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:235193-1","The Asteraceaae TEN","A","gcc-29482","",TRUE,"Synonym","wfo-0000018897","Gnaphalium sylvaticum"
"Gnaphalium sylvaticum L.","Gnaphalium sylvaticum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,66,2,"wfo-0000075676","urn:lsid:ipni.org:names:210141-1","GCC-19E93866-20DE-4C06-93E0-3BF978A68E9A","Gnaphalium sylvaticum","species","","Sm.","Asteraceae","","",NA,"Gnaphalium","","sylvaticum","","species","","Engl. Bot. t. 913.","Unchecked","","",NA,"Source in seed data: gcc Updated namePublishedIn from Engl. Bot. t. 913.  to Engl. Bot. t. 913. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/g","http://www.theplantlist.org/tpl1.1/record/gcc-32357","The Asteraceaae TEN","A","gcc-32357","",FALSE,"","",""
"Helianthus annuus L.","Helianthus annuus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,67,1,"wfo-0000088131","urn:lsid:ipni.org:names:119003-2","GCC-DA0661B3-CDA8-4DDE-B7F5-5266F9065E1F","Helianthus annuus","species","wfo-4000017208","L.","Asteraceae","","",NA,"Helianthus","","annuus","","species","Valid","Sp. Pl. : 904 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 904. 1753 [1 May 1753]  to Sp. Pl. : 904 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-44","http://www.theplantlist.org/tpl1.1/record/gcc-44475","The Asteraceaae TEN","A","gcc-44475","",TRUE,"Synonym","wfo-0000113086","Helianthus annuus f. annuus"
"Helianthus annuus L.","Helianthus annuus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,67,2,"wfo-0000088131","urn:lsid:ipni.org:names:119003-2","GCC-DA0661B3-CDA8-4DDE-B7F5-5266F9065E1F","Helianthus annuus","species","wfo-4000017208","L.","Asteraceae","","",NA,"Helianthus","","annuus","","species","Valid","Sp. Pl. : 904 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 904. 1753 [1 May 1753]  to Sp. Pl. : 904 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-44","http://www.theplantlist.org/tpl1.1/record/gcc-44475","The Asteraceaae TEN","A","gcc-44475","",TRUE,"Synonym","wfo-0001320269","Helianthus annuus f. fallax"
"Heracleum sphondylium subsp. sibiricum","Heracleum sphondylium subsp. sibiricum (L.) Simonk.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,68,1,"wfo-0000745379","","1021131","Heracleum sphondylium  subsp. sibiricum","subspecies","wfo-0000720220","(L.) Simonk.","Apiaceae","","",NA,"Heracleum","","sphondylium","sibiricum","subspecies","Valid","Enum. Fl. Transsilv. 266 1887","Accepted","","wfo-0000720207",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2898306 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2898306 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2898306","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2898306","",FALSE,"","",""
"Hesperis matronalis L.","Hesperis matronalis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,69,1,"wfo-0000721077","urn:lsid:ipni.org:names:285087-1","974789","Hesperis matronalis","species","wfo-4000017623","L.","Brassicaceae","","",NA,"Hesperis","","matronalis","","species","Valid","Sp. Pl. : 663 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 663. 1753 [1 May 1753]  to Sp. Pl. : 663 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28","http://www.theplantlist.org/tpl1.1/record/kew-2847567","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2847567","",FALSE,"","",""
