"","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"119","Lolium perenne L.","Lolium perenne L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,80,2,"wfo-0001323925","urn:lsid:ipni.org:names:142932-2","142932-2","Lolium perenne f. anomala","form","","Hack.","Poaceae","","",NA,"Lolium","","perenne","anomala","form","","Anales Mus. Nac. Hist. Nat. Buenos Aires ser. 3, 14: 174. 1911","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Poaceae TEN","A","","",FALSE,"","",""
"120","Lolium perenne L.","Lolium perenne L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,80,3,"wfo-1200018213","urn:lsid:ipni.org:names:77282329-1","","Lolium perenne var. pacyi","variety","","Sturtev.","Poaceae","","",NA,"Lolium","","perenne","pacyi","variety","","Rep. (Annual) New York Agric. Exp. Sta., Geneva 1882: 77. 1993","Unchecked","","",NA,"","","The Poaceae TEN","A","","",FALSE,"","",""
"121","Lupinus nootkatensis Donn ex Sims","Lupinus nootkatensis Donn ex Sims",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,81,1,"wfo-0000213845","urn:lsid:ipni.org:names:145614-2","8906","Lupinus nootkatensis","species","wfo-4000022442","Donn ex Sims","Fabaceae","","",NA,"Lupinus","","nootkatensis","","species","Valid","Bot. Mag.32: t. 1311 (1810)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Bot. Mag. 32: t. 1311 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8906 >The Plant List v.1.1","https://www.legumedata.org/taxonomy/taxon/348285","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8906","",FALSE,"","",""
"122","Luzula multiflora subsp. multiflora","Luzula multiflora subsp. multiflora (Ehrh.) Lej.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,82,1,"wfo-0000777958","urn:lsid:ipni.org:names:77170419-1","316512","Luzula multiflora  subsp. multiflora","subspecies","wfo-0000777930","","Juncaceae","","",NA,"Luzula","","multiflora","multiflora","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: iopi Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77170419-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detai","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170419-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-316512","",FALSE,"","",""
"123","Melilotus albus Medik.","Melilotus albus Medik.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,83,1,"wfo-0000212815","urn:lsid:ipni.org:names:156656-2","7888","Melilotus albus","species","wfo-4000023647","Medik.","Fabaceae","","",NA,"Melilotus","","albus","","species","Valid","Vorles. Churpfälz. Phys.-Ökon. Ges.2: 382 (1787)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 382 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-788","https://www.legumedata.org/taxonomy/taxon/367267","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7888","",FALSE,"","",""
"124","Melilotus albus Medik.","Melilotus albus Medik.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,83,2,"wfo-0000212815","urn:lsid:ipni.org:names:156656-2","7888","Melilotus albus","species","wfo-4000023647","Medik.","Fabaceae","","",NA,"Melilotus","","albus","","species","Valid","Vorles. Churpfälz. Phys.-Ökon. Ges.2: 382 (1787)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 382 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-788","https://www.legumedata.org/taxonomy/taxon/367267","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7888","",TRUE,"Synonym","wfo-1200009354","Melilotus albus"
"125","Melilotus officinalis","Melilotus officinalis (L.)Pall.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,84,1,"wfo-0000213864","","8929","Melilotus officinalis","species","wfo-4000023647","(L.) Pall.","Fabaceae","","",NA,"Melilotus","","officinalis","","species","Valid","Reise Russ. Reich. 3: 537. 1776","Accepted","","",NA,"Source in seed data: ildis Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/ild-8929,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30429323-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8929","",FALSE,"","",""
"126","Melilotus officinalis","Melilotus officinalis (L.)Pall.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,84,2,"wfo-0001055378","urn:lsid:ipni.org:names:30429323-2","13035841","Melilotus officinalis","species","wfo-4000023647","Pall.","Fabaceae","","",NA,"Melilotus","","officinalis","","species","Valid","Fl. Franç.2: 594 (1779)","Accepted","","",NA,"Source in seed data: tro Updated scientificnameAuthorship from (L.) Lam. to Pall., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-13035841 >The Plant List v.1.1.<","https://www.legumedata.org/taxonomy/taxon/367217","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-13035841","",FALSE,"","",""
"127","Myosotis arvensis","Myosotis arvensis (L.) Hill",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,85,1,"wfo-0000367842","urn:lsid:ipni.org:names:118914-1","496451","Myosotis arvensis","species","wfo-4000025092","Hill","Boraginaceae","","",NA,"Myosotis","","arvensis","","species","Valid","Veg. Syst. 7: 55 (1764)","Accepted","","wfo-0000509822",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Hill to Hill, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2357149 >The Plant List v.1.1.</a","http://www.theplantlist.org/tpl1.1/record/kew-2357149","The Boraginaceae TEN","A","kew-2357149","",FALSE,"","",""
"128","Myosotis arvensis","Myosotis arvensis (L.) Hill",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,85,2,"wfo-0001350141","urn:lsid:ipni.org:names:118913-1","118913-1","Myosotis arvensis","species","","Rchb.","Boraginaceae","","",NA,"Myosotis","","arvensis","","species","","Fl. Germ. Excurs. 340.","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Boraginaceae TEN","A","","",FALSE,"","",""
"129","Myosotis arvensis","Myosotis arvensis (L.) Hill",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,85,3,"wfo-0001350142","urn:lsid:ipni.org:names:118916-1","118916-1","Myosotis arvensis","species","","Roth","Boraginaceae","","",NA,"Myosotis","","arvensis","","species","","Abh. ii. 20.","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Boraginaceae TEN","A","","",FALSE,"","",""
"130","Myosotis laxa subsp. caespitosa","Myosotis laxa subsp. caespitosa (C.F.Schultz) Nordh.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,86,1,"wfo-0000737436","","998588","Myosotis laxa  subsp. caespitosa","subspecies","wfo-0000368476","(Schultz) Hyl. ex Nordh.","Boraginaceae","","",NA,"Myosotis","","laxa","caespitosa","subspecies","Valid","Norsk Fl. 529 1940","Accepted","","wfo-0000367854",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2873257 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2873257 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2873257","The Boraginaceae TEN","A","kew-2873257","",FALSE,"","",""
"131","Myosotis scorpioides L.","Myosotis scorpioides L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,87,1,"wfo-0000368596","urn:lsid:ipni.org:names:119235-1","497627","Myosotis scorpioides","species","wfo-4000025092","L.","Boraginaceae","","",NA,"Myosotis","","scorpioides","","species","Valid","Sp. Pl. : 131 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 131. 1753 [1 May 1753]  to Sp. Pl. : 131 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-23","http://www.theplantlist.org/tpl1.1/record/kew-2358330","The Boraginaceae TEN","A","kew-2358330","",FALSE,"","",""
"132","Myosotis scorpioides L.","Myosotis scorpioides L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,87,2,"wfo-0001350192","urn:lsid:ipni.org:names:119236-1","119236-1","Myosotis scorpioides","species","","Krock.","Boraginaceae","","",NA,"Myosotis","","scorpioides","","species","","Fl. Siles. (Krocker) i. 275. 1787","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Boraginaceae TEN","A","","",FALSE,"","",""
"133","Myrrhis odorata","Myrrhis odorata (L.) Scop.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,88,1,"wfo-0000371898","urn:lsid:ipni.org:names:845120-1","503006","Myrrhis odorata","species","wfo-4000025192","(L.) Scop.","Apiaceae","","",NA,"Myrrhis","","odorata","","species","Valid","Fl. Carniol. , ed. 2, 1: 207 (1771)","Accepted","","wfo-0000434318",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Carniol., ed. 2. 1: 207. 1771  to Fl. Carniol. , ed. 2, 1: 207 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/kew-2363724","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2363724","",FALSE,"","",""
"134","Papaver croceum Ledeb.","Papaver croceum Ledeb.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,89,1,"wfo-1000000017","urn:lsid:ipni.org:names:77307942-1","","Oreomecon crocea","species","wfo-4100000014","(Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso","Papaveraceae","Papaveroideae","Papavereae",NA,"Oreomecon","","crocea","","species","Valid","Nat. Hist. Sci. 9(1): 71. 2021 [23 Feb 2022] [epublished]","Accepted","","wfo-0001090433",NA,"","","The Papaveraceae TEN","A","","",TRUE,"Synonym","wfo-0001090433","Papaver croceum"
"135","Persicaria lapathifolia","Persicaria lapathifolia (L.) S.F.Gray",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,90,1,"wfo-0000488400","urn:lsid:ipni.org:names:77069480-1","706493","Persicaria lapathifolia","species","wfo-4000028848","(L.) Delarbre","Polygonaceae","","",NA,"Persicaria","","lapathifolia","","species","Valid","Fl. Auvergne , ed. 2: 519 (1800)","Accepted","","wfo-0000490033",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2572508","The Caryophyllales Taxonomic Expert Network","A","kew-2572508","",FALSE,"","",""
"136","Persicaria lapathifolia","Persicaria lapathifolia (L.) S.F.Gray",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,90,2,"wfo-0000488400","urn:lsid:ipni.org:names:77069480-1","706493","Persicaria lapathifolia","species","wfo-4000028848","(L.) Delarbre","Polygonaceae","","",NA,"Persicaria","","lapathifolia","","species","Valid","Fl. Auvergne , ed. 2: 519 (1800)","Accepted","","wfo-0000490033",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2572508","The Caryophyllales Taxonomic Expert Network","A","kew-2572508","",TRUE,"Synonym","wfo-0001100871","Persicaria lapathifolia"
"137","Phleum pratense subsp. pratense L.","Phleum pratense subsp. pratense L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,91,1,"wfo-0000890092","urn:lsid:ipni.org:names:415868-1","433846","Phleum pratense","species","wfo-4000029274","L.","Poaceae","","",NA,"Phleum","","pratense","","species","Valid","Sp. Pl. : 59 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 59 1753  to Sp. Pl. : 59 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433846 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-433846","The Poaceae TEN","A","kew-433846","",TRUE,"Synonym","wfo-0001096014","Phleum pratense subsp. pratense"
"138","Pilosella aurantiaca F. Schultz & Sch. Bip.","Pilosella aurantiaca F. Schultz & Sch. Bip. ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,23,92,1,"wfo-0000030068","urn:lsid:ipni.org:names:238000-1","GCC-48BDBDEC-09C0-41FB-9C3B-DB6DCAC1FE90","Pilosella aurantiaca","species","wfo-4000029703","(L.) F.W.Schultz & Sch.Bip.","Asteraceae","","",NA,"Pilosella","","aurantiaca","","species","Valid","Flora 45(27): 426 (1862)","Accepted","","wfo-0000059787",NA,"Source in seed data: gcc Update namepublishedIn from Flora 45(27): 426. 1862 [5 Sep 1862]  to Flora 45(27): 426 (1862), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/gcc-129064","The Asteraceaae TEN","A","gcc-129064","",FALSE,"","",""
"139","Plantago canescens subsp. canescens Adams","Plantago canescens subsp. canescens Adams ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,23,93,1,"wfo-0000487781","urn:lsid:ipni.org:names:684983-1","705501","Plantago canescens","species","wfo-4000030044","Adams","Plantaginaceae","","",NA,"Plantago","","canescens","","species","Valid","Nouv. Mém. Soc. Imp. Naturalistes Moscou 9: 233 (1834)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Nouv. Mém. Soc. Imp. Naturalistes Moscou 9: 233 1834  to Nouv. Mém. Soc. Imp. Naturalistes Moscou 9: 233 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <","http://www.theplantlist.org/tpl1.1/record/kew-2571514","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2571514","",FALSE,"","",""
"140","Plantago depressa Willd.","Plantago depressa Willd.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,94,1,"wfo-0000486802","urn:lsid:ipni.org:names:685094-1","704098","Plantago depressa","species","wfo-4000030044","Willd.","Plantaginaceae","","",NA,"Plantago","","depressa","","species","Valid","Enum. Pl. Hort. Berol. , Suppl.: 8 (1814)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. Suppl. [Willdenow] 8. 1814 [Jul-Dec 1814]  to Enum. Pl. Hort. Berol. , Suppl.: 8 (1814), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","http://www.theplantlist.org/tpl1.1/record/kew-2570075","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2570075","",FALSE,"","",""
"141","Plantago lanceolata L.","Plantago lanceolata L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,95,1,"wfo-0000486603","urn:lsid:ipni.org:names:321285-2","703857","Plantago lanceolata","species","wfo-4000030044","L.","Plantaginaceae","","",NA,"Plantago","","lanceolata","","species","Valid","Sp. Pl. : 113 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 113 1753  to Sp. Pl. : 113 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2569834 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2569834","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2569834","",FALSE,"","",""
"142","Plantago major L.","Plantago major L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,96,1,"wfo-0001325494","urn:lsid:ipni.org:names:60461923-2","60461923-2","Plantago major f. dura","form","","(Pilg.) Domin","Plantaginaceae","","",NA,"Plantago","","major","dura","form","","Monogr. Skup. Plantago 13. 1933","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"143","Plantago media L.","Plantago media L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,7,97,1,"wfo-0001326174","urn:lsid:ipni.org:names:888312-1","888312-1","Plantago media f. ovata","form","","P.Snarskis","Plantaginaceae","","",NA,"Plantago","","media","ovata","form","","Lietuvos TSR Fl. 5: 581. 1976","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"144","Plantago media L.","Plantago media L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,7,97,2,"wfo-0001326372","urn:lsid:ipni.org:names:915742-1","915742-1","Plantago media f. major","form","","Sigunov","Plantaginaceae","","",NA,"Plantago","","media","major","form","","Bull. Nat. Hist. Mus. Belgrade, B 34: 87 (1979).","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"145","Poa annua L.","Poa annua L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,98,1,"wfo-0000891536","urn:lsid:ipni.org:names:320035-2","435194","Poa annua","species","wfo-4000030438","L.","Poaceae","","",NA,"Poa","","annua","","species","Valid","Sp. Pl. : 68 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 68 1753  to Sp. Pl. : 68 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-435194 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-435194","The Poaceae TEN","A","kew-435194","",TRUE,"Synonym","wfo-0001097738","Poa annua f. annua"
"146","Poa compressa L.","Poa compressa L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,99,1,"wfo-0001396015","urn:lsid:ipni.org:names:204175-2","204175-2","Poa compressa var. laxa","variety","","Scribn.","Poaceae","","",NA,"Poa","","compressa","laxa","variety","","Grasses Tennessee pt. 2, 106. 1904","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Poaceae TEN","A","","",FALSE,"","",""
"147","Poa pratensis subsp. angustifolia","Poa pratensis subsp. angustifolia (L.) Gaudin",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,100,1,"wfo-0000891510","urn:lsid:ipni.org:names:320037-2","435167","Poa angustifolia","species","wfo-4000030438","L.","Poaceae","","",NA,"Poa","","angustifolia","","species","Valid","Sp. Pl. : 67 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 67 1753  to Sp. Pl. : 67 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-435167 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-435167","The Poaceae TEN","A","kew-435167","",TRUE,"Synonym","wfo-0000893412","Poa pratensis subsp. angustifolia"
"148","Poa pratensis subsp. angustifolia","Poa pratensis subsp. angustifolia (L.) Gaudin",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,100,2,"wfo-0000891510","urn:lsid:ipni.org:names:320037-2","435167","Poa angustifolia","species","wfo-4000030438","L.","Poaceae","","",NA,"Poa","","angustifolia","","species","Valid","Sp. Pl. : 67 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 67 1753  to Sp. Pl. : 67 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-435167 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-435167","The Poaceae TEN","A","kew-435167","",TRUE,"Synonym","wfo-0001098068","Poa pratensis subsp. angustifolia"
"149","Poa pratensis subsp. irrigata","Poa pratensis subsp. irrigata (Lindm.) H. Lindb.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,101,1,"wfo-0000892571","urn:lsid:ipni.org:names:417221-1","436146","Poa humilis","species","wfo-4000030438","Ehrh.","Poaceae","","",NA,"Poa","","humilis","","species","Valid","Deutschl. Fl. Bot. Taschenb. 1: 45 (1791)","Accepted","","",NA,"Source in seed data: wcs Updated scientificnameAuthorship from Ehrh. ex Hoffm. to Ehrh., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-436146 >The Plant List v.1","http://www.theplantlist.org/tpl1.1/record/kew-436146","The Poaceae TEN","A","kew-436146","",TRUE,"Synonym","wfo-0000893416","Poa pratensis subsp. irrigata"
"150","Poa pratensis subsp. pratensis L.","Poa pratensis subsp. pratensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,102,1,"wfo-0000893396","urn:lsid:ipni.org:names:417792-1","436906","Poa pratensis","species","wfo-4000030438","L.","Poaceae","","",NA,"Poa","","pratensis","","species","Valid","Sp. Pl. : 67 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 67 1753  to Sp. Pl. : 67 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-436906 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-436906","The Poaceae TEN","A","kew-436906","",TRUE,"Synonym","wfo-0001096118","Poa pratensis subsp. pratensis"
"151","Poa supina Schrad.","Poa supina Schrad.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,103,1,"wfo-0000894002","urn:lsid:ipni.org:names:418156-1","437424","Poa supina","species","wfo-4000030438","Schrad.","Poaceae","","",NA,"Poa","","supina","","species","Valid","Fl. Germ. : 289 (1806)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Germ. (Schrader) 1: 289. 1806  to Fl. Germ. : 289 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-","http://www.theplantlist.org/tpl1.1/record/kew-437424","The Poaceae TEN","A","kew-437424","",FALSE,"","",""
"152","Poa trivialis subsp. trivialis L.","Poa trivialis subsp. trivialis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,104,1,"wfo-0000894135","urn:lsid:ipni.org:names:320346-2","437547","Poa trivialis","species","wfo-4000030438","L.","Poaceae","","",NA,"Poa","","trivialis","","species","Valid","Sp. Pl. : 67 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 67 1753  to Sp. Pl. : 67 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-437547 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-437547","The Poaceae TEN","A","kew-437547","",TRUE,"Synonym","wfo-0001096889","Poa trivialis subsp. trivialis"
"153","Polygonum aviculare L.","Polygonum aviculare L. ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,105,1,"wfo-0000489656","urn:lsid:ipni.org:names:695422-1","708641","Polygonum aviculare","species","wfo-4000030745","L.","Polygonaceae","","",NA,"Polygonum","","aviculare","","species","Valid","Sp. Pl. : 362 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 362 1753  to Sp. Pl. : 362 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2574669 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2574669","The Caryophyllales Taxonomic Expert Network","A","kew-2574669","",FALSE,"","",""
"154","Polygonum boreale","Polygonum boreale (Lange) Small",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,106,1,"wfo-0000489646","urn:lsid:ipni.org:names:206116-2","708615","Polygonum boreale","species","wfo-4000030745","Small","Polygonaceae","","",NA,"Polygonum","","boreale","","species","Valid","Bull. Torrey Bot. Club 21: 479 (1894)","Accepted","","wfo-0000734066",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Lange) Small to Small, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2574642 >The Plant List v.1.","http://www.theplantlist.org/tpl1.1/record/kew-2574642","The Caryophyllales Taxonomic Expert Network","A","kew-2574642","",FALSE,"","",""
"155","Polygonum convolvulus L.","Polygonum convolvulus L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,107,1,"wfo-0000685786","urn:lsid:ipni.org:names:103354-2","935267","Fallopia convolvulus","species","wfo-4000014581","(L.) Á.Löve","Polygonaceae","","",NA,"Fallopia","","convolvulus","","species","Valid","Taxon 19: 200 (1970)","Accepted","","wfo-0000489602",NA,"Source in seed data: cmp Update namepublishedIn from Taxon 19: 200 1970  to Taxon 19: 200 (1970), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2807634 >The Plan","http://www.theplantlist.org/tpl1.1/record/kew-2807634","The Caryophyllales Taxonomic Expert Network","A","kew-2807634","",TRUE,"Synonym","wfo-0000489602","Polygonum convolvulus"
