"","X","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"72",72,"Stellaria ruscifolia aleutica","Stellaria ruscifolia aleutica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,63,1,"wfo-0001291743","urn:lsid:ipni.org:names:159445-1","6301603","Stellaria ruscifolia","species","wfo-4000036401","Pall. ex D.F.K.Schltdl.","Caryophyllaceae","","",NA,"Stellaria",NA,"ruscifolia","","species","Valid","Mag. Neuesten Entdeck. Gesammten Naturk. Ges. Naturf. Freunde Berlin 7: 194 (1816)","Accepted",NA,"",NA,"Source in seed data: tro Updated scientificnameAuthorship from D.F.K.Schltdl. to Pall. ex D.F.K.Schltdl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6301603 >","http://www.theplantlist.org/tpl1.1/record/tro-6301603","The Caryophyllales Taxonomic Expert Network","A","tro-6301603",NA,FALSE,"","","",""
"73",73,"Silene polaris","Silene polaris ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,64,1,"wfo-0000438847","urn:lsid:ipni.org:names:156903-1","622554","Silene baschkirorum","species","wfo-4000035363","Janisch.","Caryophyllaceae","","",NA,"Silene",NA,"baschkirorum","","species","Valid","Izv. Saratovsk. Obshch. Estestvoisp. 3(1): 33 (1929)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Izv. Saratovsk. Obshch. Estestvoisp. 3(1): 33 1929  to Izv. Saratovsk. Obshch. Estestvoisp. 3(1): 33 (1929), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href","http://www.theplantlist.org/tpl1.1/record/kew-2485779","The Caryophyllales Taxonomic Expert Network","A","kew-2485779",NA,TRUE,"Synonym","wfo-0000439675","Silene polaris",""
"74",74,"Silene linnaeana","Silene linnaeana ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,65,1,"wfo-0000439554","urn:lsid:ipni.org:names:1021125-1","623757","Silene samojedorum","species","wfo-4000035363","(Sambuk) Oxelman","Caryophyllaceae","","",NA,"Silene",NA,"samojedorum","","species","Valid","Nordic J. Bot. 20: 516 (2000 publ. 2001)","Accepted",NA,"wfo-0000734592",NA,"Source in seed data: cmp Update namepublishedIn from Nordic J. Bot. 20: 516 2000 publ. 2001  to Nordic J. Bot. 20: 516 (2000 publ. 2001), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/kew-2486990","The Caryophyllales Taxonomic Expert Network","A","kew-2486990",NA,TRUE,"Synonym","wfo-0000441024","Silene linnaeana",""
"75",75,"Salicornia dolichostachya pojarkovae","Salicornia dolichostachya pojarkovae",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,66,1,"wfo-0000435525","urn:lsid:ipni.org:names:166513-1","617668","Salicornia dolichostachya","species","wfo-4000033839","Moss","Amaranthaceae","","",NA,"Salicornia",NA,"dolichostachya","","species","Valid","New Phytol. 11: 409 (1912)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from New Phytol. 11: 408 1912  to New Phytol. 11: 409 (1912), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-24807","http://www.theplantlist.org/tpl1.1/record/kew-2480773","The Caryophyllales Taxonomic Expert Network","A","kew-2480773",NA,FALSE,"","","",""
"76",76,"Phedimus middendorffianus","Phedimus middendorffianus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,67,1,"wfo-0001261172","urn:lsid:ipni.org:names:986647-1","50198347","Phedimus middendorffianus","species","wfo-4000029159","(Maxim.) 't Hart","Crassulaceae","","",NA,"Phedimus",NA,"middendorffianus","","species","Valid","Evol. & Syst. Crassulac. : 169 (1995)","Accepted",NA,"wfo-0001299866",NA,"Source in seed data: tro Update namepublishedIn from Evol. Syst. Crassulaceae 169. 1995 , as 'middendorfianus' to Evol. & Syst. Crassulac. : 169 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://w","http://www.theplantlist.org/tpl1.1/record/tro-50198347","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50198347",NA,FALSE,"","","",""
"77",77,"Ribes hirtellum","Ribes hirtellum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,68,1,"wfo-0000405270","urn:lsid:ipni.org:names:220946-2","564804","Ribes hirtellum","species","wfo-4000033210","Michx.","Grossulariaceae","","",NA,"Ribes",NA,"hirtellum","","species","Valid","Fl. Bor.-Amer. 1: 111 (1803)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Bor.-Amer. 1: 111 1803  to Fl. Bor.-Amer. 1: 111 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2","http://www.theplantlist.org/tpl1.1/record/kew-2426754","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2426754",NA,FALSE,"","","",""
"78",78,"Leptarrhena pyrolifolia","Leptarrhena pyrolifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,69,1,"wfo-0001135538","urn:lsid:ipni.org:names:1044149-2","29100408","Leptarrhena pyrolifolia","species","wfo-4000021200","(D.Don) Ser.","Saxifragaceae","","",NA,"Leptarrhena",NA,"pyrolifolia","","species","Valid","Prodr. 4: 48 (1830)","Accepted",NA,"wfo-0001135878",NA,"Source in seed data: tro Update namepublishedIn from Prodr. [A. P. de Candolle] 4: 48. 1830 [Sep 1830]  to Prodr. 4: 48 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/tro-29100408","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29100408",NA,FALSE,"","","",""
"79",79,"Chrysosplenium alternifolium alternifolium","Chrysosplenium alternifolium alternifolium",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,14,70,1,"wfo-0000603883","urn:lsid:ipni.org:names:30303328-2","850470","Chrysosplenium alternifolium","species","wfo-4000008242","L.","Saxifragaceae","","",NA,"Chrysosplenium",NA,"alternifolium","","species","Valid","Sp. Pl. : 398 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 398. 1753 [1 May 1753]  to Sp. Pl. : 398 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-27","http://www.theplantlist.org/tpl1.1/record/kew-2720069","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2720069",NA,FALSE,"","","",""
"80",80,"Saxifraga lactea","Saxifraga lactea ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,71,1,"wfo-0000493852","urn:lsid:ipni.org:names:793926-1","717003","Saxifraga lactea","species","wfo-4000034203","Turcz.","Saxifragaceae","","",NA,"Saxifraga",NA,"lactea","","species","Valid","Bull. Soc. Imp. Naturalistes Moscou 14: 71 (1840)","Accepted",NA,"",NA,"Source in seed data: ksu Update namepublishedIn from Bull. Soc. Imp. Naturalistes Moscou 14: 71 1840  to Bull. Soc. Imp. Naturalistes Moscou 14: 71 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793926-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2583387",NA,FALSE,"","","",""
"81",81,"Micranthes ferruginea","Micranthes ferruginea ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,72,1,"wfo-0001280032","urn:lsid:ipni.org:names:60450197-2","50307498","Micranthes ferruginea","species","wfo-4000024032","(Graham) Brouillet & Gornall","Saxifragaceae","","",NA,"Micranthes",NA,"ferruginea","","species","Valid","J. Bot. Res. Inst. Texas 1: 1020 (2007)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from J. Bot. Res. Inst. Texas 1(2): 1020. 2007 [12 Dec 2007]  to J. Bot. Res. Inst. Texas 1: 1020 (2007), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://","http://www.theplantlist.org/tpl1.1/record/tro-50307498","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50307498",NA,FALSE,"","","",""
"82",82,"Circaea alpina alpina","Circaea alpina  alpina",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,73,1,"wfo-0000605592","urn:lsid:ipni.org:names:58893-2","852159","Circaea alpina","species","wfo-4000008361","L.","Onagraceae","","",NA,"Circaea",NA,"alpina","","species","Valid","Sp. Pl. : 9 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 9 1753  to Sp. Pl. : 9 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2721778 >The Plant List","http://www.theplantlist.org/tpl1.1/record/kew-2721778","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2721778",NA,FALSE,"","","",""
"83",83,"Oxalis acetosella","Oxalis acetosella ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,74,1,"wfo-0000387238","urn:lsid:ipni.org:names:30012601-2","533288","Oxalis acetosella","species","wfo-4000027521","L.","Oxalidaceae","","",NA,"Oxalis",NA,"acetosella","","species","Valid","Sp. Pl. : 433 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 433 1753  to Sp. Pl. : 433 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2394737 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2394737","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2394737",NA,FALSE,"","","",""
"85",85,"Euphorbia discolor","Euphorbia discolor ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,75,2,"wfo-0000961505","urn:lsid:ipni.org:names:277069-2","79114","Euphorbia corollata","species","wfo-4000014224","L.","Euphorbiaceae","","",NA,"Euphorbia",NA,"corollata","","species","Valid","Sp. Pl. 1: 459. 1753 [1 May 1753]","Accepted",NA,"",NA,"Source in seed data: wcs Updated namepublishedIn from Sp. Pl. 459 1753  to Sp. Pl. 1: 459. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-7911","http://www.theplantlist.org/tpl1.1/record/kew-79114","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-79114",NA,TRUE,"Synonym","wfo-0000961766","Euphorbia discolor","smallest ID"
"87",87,"Euphorbia esula","Euphorbia esula ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,76,1,"wfo-0000961974","urn:lsid:ipni.org:names:346448-1","79567","Euphorbia esula","species","wfo-4000014224","L.","Euphorbiaceae","","",NA,"Euphorbia",NA,"esula","","species","Valid","Sp. Pl. : 461 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 461 1753  to Sp. Pl. : 461 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-79567 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-79567","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-79567",NA,FALSE,"","","",""
"88",88,"Viola uniflora","Viola uniflora ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,77,1,"wfo-0000424778","urn:lsid:ipni.org:names:869463-1","598901","Viola uniflora","species","wfo-4000040312","L.","Violaceae","","",NA,"Viola",NA,"uniflora","","species","Valid","Sp. Pl. : 936 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 936 1753  to Sp. Pl. : 936 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2461422 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2461422","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2461422",NA,FALSE,"","","",""
"89",89,"Viola tricolor","Viola tricolor ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,78,1,"wfo-0000424643","urn:lsid:ipni.org:names:869428-1","598680","Viola tricolor","species","wfo-4000040312","L.","Violaceae","","",NA,"Viola",NA,"tricolor","","species","Valid","Sp. Pl. : 935 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 935 1753  to Sp. Pl. : 935 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2461201 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2461201","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2461201",NA,FALSE,"","","",""
"90",90,"Salix pentandra","Salix pentandra ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,79,1,"wfo-0000928687","urn:lsid:ipni.org:names:312506-2","1032638","Salix pentandra","species","wfo-4000033844","L.","Salicaceae","","",NA,"Salix",NA,"pentandra","","species","Valid","Sp. Pl. : 1016 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1016 1753  to Sp. Pl. : 1016 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-5000982 >The Plan","http://www.theplantlist.org/tpl1.1/record/kew-5000982","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-5000982",NA,FALSE,"","","",""
"91",91,"Salix pseudopentandra","Salix pseudopentandra ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,80,1,"wfo-0000930339","urn:lsid:ipni.org:names:77209681-1","1035048","Salix pseudopentandra","species","wfo-4000033844","Flod.","Salicaceae","","",NA,"Salix",NA,"pseudopentandra","","species","Valid","Ark. Bot. 25A(10): 12. 1933","Accepted",NA,"",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Flod.) Flod. to Flod., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-5003404 >The Plant List v.1.","http://www.theplantlist.org/tpl1.1/record/kew-5003404","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-5003404",NA,FALSE,"","","",""
"92",92,"Salix serissima","Salix serissima ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,81,1,"wfo-0000930298","urn:lsid:ipni.org:names:310173-2","1034999","Salix serissima","species","wfo-4000033844","Fernald","Salicaceae","","",NA,"Salix",NA,"serissima","","species","Valid","Rhodora 6: 6 (1903)","Accepted",NA,"wfo-0000930645",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.H.Bailey ex Arthur) Fernald to Fernald, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-5003354 >","http://www.theplantlist.org/tpl1.1/record/kew-5003354","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-5003354",NA,FALSE,"","","",""
"93",93,"Alnus incana incana","Alnus incana incana",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,82,1,"wfo-0000945749","urn:lsid:ipni.org:names:30106706-2","6417","Alnus incana","species","wfo-4000001331","(L.) Moench","Betulaceae","","",NA,"Alnus",NA,"incana","","species","Valid","Methodus : 424 (1794)","Accepted",NA,"wfo-0000331015",NA,"Source in seed data: wcs Update namepublishedIn from Methodus (Moench) 424. 1794  to Methodus : 424 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-6417 >T","http://www.theplantlist.org/tpl1.1/record/kew-6417","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-6417",NA,FALSE,"","","",""
"94",94,"Alnus incana kolaensis","Alnus incana kolaensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,83,1,"wfo-0000945749","urn:lsid:ipni.org:names:30106706-2","6417","Alnus incana","species","wfo-4000001331","(L.) Moench","Betulaceae","","",NA,"Alnus",NA,"incana","","species","Valid","Methodus : 424 (1794)","Accepted",NA,"wfo-0000331015",NA,"Source in seed data: wcs Update namepublishedIn from Methodus (Moench) 424. 1794  to Methodus : 424 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-6417 >T","http://www.theplantlist.org/tpl1.1/record/kew-6417","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-6417",NA,FALSE,"","","",""
"95",95,"Alnus incana rugosa","Alnus incana rugosa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,84,1,"wfo-0000945749","urn:lsid:ipni.org:names:30106706-2","6417","Alnus incana","species","wfo-4000001331","(L.) Moench","Betulaceae","","",NA,"Alnus",NA,"incana","","species","Valid","Methodus : 424 (1794)","Accepted",NA,"wfo-0000331015",NA,"Source in seed data: wcs Update namepublishedIn from Methodus (Moench) 424. 1794  to Methodus : 424 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-6417 >T","http://www.theplantlist.org/tpl1.1/record/kew-6417","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-6417",NA,FALSE,"","","",""
"96",96,"Betula pendula","Betula pendula ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,85,1,"wfo-0000335449","urn:lsid:ipni.org:names:295174-1","21582","Betula pendula","species","wfo-4000004547","Roth","Betulaceae","","",NA,"Betula",NA,"pendula","","species","Valid","Tent. Fl. Germ. 1: 405 (1788)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Tent. Fl. Germ. 1: 405 1788  to Tent. Fl. Germ. 1: 405 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-21582","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-21582",NA,FALSE,"","","",""
"97",97,"Astragalus americanus","Astragalus americanus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,86,1,"wfo-0000169628","urn:lsid:ipni.org:names:24436-2","15924","Astragalus americanus","species","wfo-4000003460","(Hook.) M.E.Jones","Fabaceae","","",NA,"Astragalus",NA,"americanus","","species","Valid","Contr. W. Bot.8: 8 (1898)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from  to Contr. W. Bot. 8: 8 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-15924 >The Plant List v.1.1.","https://www.legumedata.org/taxonomy/taxon/657400","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-15924",NA,FALSE,"","","",""
"98",98,"Astragalus williamsii","Astragalus williamsii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,87,1,"wfo-0000170183","urn:lsid:ipni.org:names:480548-1","16469","Astragalus williamsii","species","wfo-4000003460","Britton & Rydb.","Fabaceae","","",NA,"Astragalus",NA,"williamsii","","species","Valid","Bull. New York Bot. Gard.2: 175 (1900)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from Bull. New York Bot. Gard. ii. 175.  to Bull. New York Bot. Gard. 2: 175 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","https://www.legumedata.org/taxonomy/taxon/663814","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-16469",NA,FALSE,"","","","Accepted"
"101",101,"Astragalus agrestis","Astragalus agrestis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,88,2,"wfo-0000183549","urn:lsid:ipni.org:names:24402-2","29612","Astragalus agrestis","species","wfo-4000003460","Douglas ex G.Don","Fabaceae","","",NA,"Astragalus",NA,"agrestis","","species","Valid","Gen. Hist.2: 258 (1832)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from  to Gen. Hist. 2: 258 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-29612 >The Plant List v.1.1.</","https://www.legumedata.org/taxonomy/taxon/657249","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-29612",NA,FALSE,"","","","Not a synonym"
"103",103,"Oxytropis deflexa retrorsa","Oxytropis deflexa retrorsa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,89,1,"wfo-0000213910","urn:lsid:ipni.org:names:511422-1","8975","Oxytropis deflexa","species","wfo-4000027605","(Pall.) DC.","Fabaceae","","",NA,"Oxytropis",NA,"deflexa","","species","Valid","Astragalogia: 96 (1802)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from  to Astragalogia : 96 (1802), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8975 >The Plant List v.1.1.</a","https://www.legumedata.org/taxonomy/taxon/397899","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8975",NA,FALSE,"","","",""
"104",104,"Oxytropis pumilio","Oxytropis pumilio ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,90,1,"wfo-0000208811","urn:lsid:ipni.org:names:511808-1","54863","Oxytropis pumilio","species","wfo-4000027605","(Pall.) Ledeb.","Fabaceae","","",NA,"Oxytropis",NA,"pumilio","","species","Valid","Fl. Ross.1: 589 (1843)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from Fl. Ross. (Ledeb.) 1(3): 589. 1843 [Mar-Apr 1843]  to Fl. Ross. 1: 589 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","https://www.legumedata.org/taxonomy/taxon/398596","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-54863",NA,FALSE,"","","",""
"105",105,"Oxytropis tananensis","Oxytropis tananensis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,91,1,"wfo-0000168311","urn:lsid:ipni.org:names:179571-2","14633","Oxytropis campestris  var. varians","variety","wfo-0000213908","(Britton & Rydb.) Barneby","Fabaceae","","",NA,"Oxytropis",NA,"campestris","varians","variety","Valid","Proc. Calif. Acad. Sci., ser. 4, 27: 253 (1944)","Accepted",NA,"",NA,"Source in seed data: ildis Updated scientificnameAuthorship from (Britton & Rydb.) Barneby to (Rydb.) Barneby, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-1463","https://www.legumedata.org/taxonomy/taxon/401742","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-14633",NA,TRUE,"Synonym","wfo-0000388834","Oxytropis tananensis",""
"108",108,"Spiraea betulifolia","Spiraea betulifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,92,3,"wfo-0001015251","urn:lsid:ipni.org:names:30000765-2","6211","Spiraea betulifolia","species","wfo-4000036101","Pall.","Rosaceae","","",NA,"Spiraea",NA,"betulifolia","","species","Valid","Fl. Ross. 1: 33 (1784)","Accepted",NA,"",NA,"Source in seed data: rjp Update namepublishedIn from Flora rossica ; 1784 33, t.16 1784  to Fl. Ross. 1: 33 (1784), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp","http://www.theplantlist.org/tpl1.1/record/rjp-6211","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6211",NA,FALSE,"","","","Accepted"
"109",109,"Luetkea pectinata","Luetkea pectinata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,93,1,"wfo-0001013556","urn:lsid:ipni.org:names:144490-2","5759","Luetkea pectinata","species","wfo-4000022406","(Pursh) Kuntze","Rosaceae","","",NA,"Luetkea",NA,"pectinata","","species","Valid","Revis. Gen. Pl. 1: 217 (1891)","Accepted",NA,"wfo-0001013557",NA,"Source in seed data: rjp Update namepublishedIn from Revisio generum plantarum ; 1891 217 1891  to Revis. Gen. Pl. 1: 217 (1891), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/rjp-5759","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-5759",NA,FALSE,"","","",""
"110",110,"Potentilla anserina yukonensis","Potentilla anserina yukonensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,94,1,"wfo-0001016615","urn:lsid:ipni.org:names:727641-1","724","Potentilla anserina","species","wfo-4000031030","L.","Rosaceae","","",NA,"Potentilla",NA,"anserina","","species","Valid","Sp. Pl. : 495 (1753)","Accepted",NA,"",NA,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 495 1753  to Sp. Pl. : 495 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:727641-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-724",NA,FALSE,"","","",""
