"","X","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"92",92,"Heracleum persicum Desf.","Heracleum persicum Desf.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,65,1,"wfo-0000720170","urn:lsid:ipni.org:names:843131-1","973336","Heracleum persicum","species","wfo-4000017527","Desf. ex Fisch., C.A.Mey. & Avé-Lall.","Apiaceae","","",NA,"Heracleum",NA,"persicum","","species","Valid","Index Seminum (LE, Petropolitanus) 7: 50 (1841)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Index Seminum [St.Petersburg (Petropolitanus)] vii. 50 (1841).  to Index Seminum (LE, Petropolitanus) 7: 50 (1841), information provided by Alan E. on email Jun. 07 2021 More details could be found in ","http://www.theplantlist.org/tpl1.1/record/kew-2846111","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2846111",NA,FALSE,"","","",""
"93",93,"Hordeum jubatum L.","Hordeum jubatum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,66,1,"wfo-0000874960","urn:lsid:ipni.org:names:278271-2","419476","Hordeum pubiflorum","species","wfo-4000018271","Hook.f. in Hook.","Poaceae","","",NA,"Hordeum",NA,"pubiflorum","","species","Valid","Fl. Antarct. : 388 (1847)","Accepted",NA,"",NA,"Source in seed data: wcs Updated scientificnameAuthorship from Hook.f. to Hook.f. in Hook., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-419476 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-419476","The Poaceae TEN","A","kew-419476",NA,TRUE,"Synonym","wfo-0000874836","Hordeum jubatum f. viride",""
"94",94,"Hyoscyamus niger L.","Hyoscyamus niger L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,67,1,"wfo-0001021850","urn:lsid:ipni.org:names:100187-3","10980","Hyoscyamus niger","species","wfo-4000018727","L.","Solanaceae","","",NA,"Hyoscyamus",NA,"niger","","species","Valid","Sp. Pl. 1: 179. 1753.","Accepted",NA,"",NA,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021","http://solanaceaesource.org/solanaceae/hyoscyamus-niger","The Solanaceae TEN","A","sol-02700",NA,TRUE,"Synonym","wfo-0001021853","Hyoscyamus niger var. annuus",""
"95",95,"Juncus bufonius L.","Juncus bufonius L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,68,1,"wfo-0000776030","urn:lsid:ipni.org:names:442769-1","314576","Juncus bufonius","species","wfo-4000019671","L.","Juncaceae","","",NA,"Juncus",NA,"bufonius","","species","Valid","Sp. Pl. 1: 328. 1753 [1 May 1753]","Accepted",NA,"",NA,"Source in seed data: iopi Updated namepublishedIn from Sp. Pl. 328 1753  to Sp. Pl. 1: 328. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314","http://www.theplantlist.org/tpl1.1/record/kew-314576","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-314576",NA,TRUE,"Synonym","wfo-0000776032","Juncus bufonius f. alpinus","smallest ID"
"98",98,"Lamium album L.","Lamium album L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,69,1,"wfo-0000222425","urn:lsid:ipni.org:names:448792-1","107372","Lamium album","species","wfo-4000020496","L.","Lamiaceae","","",NA,"Lamium",NA,"album","","species","Valid","Sp. Pl. : 579 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 579. 1753 [1 May 1753]  to Sp. Pl. : 579 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-10","http://www.theplantlist.org/tpl1.1/record/kew-107372","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-107372",NA,TRUE,"Synonym","wfo-0000803891","Lamium album var. roseum","Accepted"
"100",100,"Lamium purpureum L.","Lamium purpureum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,70,1,"wfo-0000222646","urn:lsid:ipni.org:names:77189956-1","107577","Lamium purpureum  var. incisum","variety","wfo-0000222642","(Willd.) Pers.","Lamiaceae","","",NA,"Lamium",NA,"purpureum","incisum","variety","Valid","Syn. Pl. 2: 122 (1806)","Accepted",NA,"wfo-0000222556",NA,"Source in seed data: wcs Update namepublishedIn from Syn. Pl. 2: 122 1806  to Syn. Pl. 2: 122 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-107577 >The P","http://www.theplantlist.org/tpl1.1/record/kew-107577","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-107577",NA,FALSE,"","","","Accepted"
"102",102,"Lappula occidentalis","Lappula occidentalis (S. Watson) Greene",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,71,1,"wfo-0001215546","urn:lsid:ipni.org:names:135554-2","4001588","Lappula occidentalis","species","wfo-4000020593","(S.Watson) Greene","Boraginaceae","","",NA,"Lappula",NA,"occidentalis","","species","Valid","Pittonia 4: 97 (1899)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Pittonia 4: 97 1899  to Pittonia 4: 97 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-4001588 >The Pl","http://www.theplantlist.org/tpl1.1/record/tro-4001588","The Boraginaceae TEN","A","tro-4001588",NA,FALSE,"","","","Accepted"
"104",104,"Lappula squarrosa","Lappula squarrosa (Retz.) Dumort.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,72,1,"wfo-0000361500","urn:lsid:ipni.org:names:117629-1","482429","Lappula squarrosa","species","wfo-4000020593","Dumort.","Boraginaceae","","",NA,"Lappula",NA,"squarrosa","","species","Valid","Fl. Belg. : 40 (1827)","Accepted",NA,"wfo-0000368524",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Retz.) Dumort. to Dumort., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2342864 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-2342864","The Boraginaceae TEN","A","kew-2342864",NA,FALSE,"","","",""
"105",105,"Lathyrus pratensis L.","Lathyrus pratensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,73,1,"wfo-0000212701","urn:lsid:ipni.org:names:501954-1","7773","Lathyrus pratensis","species","wfo-4000020725","L.","Fabaceae","","",NA,"Lathyrus",NA,"pratensis","","species","Valid","Sp. Pl.: 733 (1753)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from Sp. Pl. 2: 733. 1753 [1 May 1753]  to Sp. Pl. : 733 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-","https://www.legumedata.org/taxonomy/taxon/351512","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7773",NA,FALSE,"","","",""
"106",106,"Leontodon hispidus L.","Leontodon hispidus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,74,1,"wfo-0000018147","urn:lsid:ipni.org:names:229358-1","GCC-837DDC97-C9ED-495B-84C7-C0EF600A109F","Leontodon hispidus","species","wfo-4000021031","L.","Asteraceae","","",NA,"Leontodon",NA,"hispidus","","species","Valid","Sp. Pl. : 799 (1753)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 799. 1753 [1 May 1753]  to Sp. Pl. : 799 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-11","http://www.theplantlist.org/tpl1.1/record/gcc-117551","The Asteraceaae TEN","A","gcc-117551",NA,FALSE,"","","","Not a synonym"
"112",112,"Lepidium densiflorum Schrad.","Lepidium densiflorum Schrad.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,75,1,"wfo-0000358306","urn:lsid:ipni.org:names:286137-1","477467","Lepidium densiflorum","species","wfo-4000021089","Schrad.","Brassicaceae","","",NA,"Lepidium",NA,"densiflorum","","species","Valid","Index Seminum (GOET, Gottingensis) 1832: 4 (1832)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Index Seminum (GOET) 1832: 4 1832  to Index Seminum (GOET, Gottingensis) 1832: 4 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant","http://www.theplantlist.org/tpl1.1/record/kew-2337846","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2337846",NA,FALSE,"","","",""
"113",113,"Lepidium ramosissimum A. Nelson","Lepidium ramosissimum A. Nelson",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,76,1,"wfo-0001216389","urn:lsid:ipni.org:names:138132-2","4100210","Lepidium ramosissimum","species","wfo-4000021089","A.Nelson","Brassicaceae","","",NA,"Lepidium",NA,"ramosissimum","","species","Valid","Bull. Torrey Bot. Club 26: 124 (1899)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Bull. Torrey Bot. Club 26(3): 124–125 1899  to Bull. Torrey Bot. Club 26: 124 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/tro-4100210","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4100210",NA,FALSE,"","","",""
"114",114,"Lepidotheca suaveolens","Lepidotheca suaveolens (Pursh) Nutt.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,77,1,"wfo-0000028105","urn:lsid:ipni.org:names:154716-2","GCC-26AD49CA-0CCE-43A2-A11B-D70271C5114C","Matricaria discoidea","species","wfo-4000023328","DC.","Asteraceae","","",NA,"Matricaria",NA,"discoidea","","species","Valid","Prodr. 6: 50 (1838)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Prodr. (DC.) 6: 50 1838  to Prodr. 6: 50 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-127165 >The P","http://www.theplantlist.org/tpl1.1/record/gcc-127165","The Asteraceaae TEN","A","gcc-127165",NA,TRUE,"Synonym","wfo-0000108994","Lepidotheca suaveolens",""
"116",116,"Leucanthemum vulgare Lam.","Leucanthemum vulgare Lam.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,78,2,"wfo-0000025929","urn:lsid:ipni.org:names:77152147-1","GCC-79FF8032-5088-47B7-AD57-D23026757AD9","Leucanthemum eliasii","species","wfo-4000021491","(Sennen & Pau) Vogt, Konowalik & Oberpr.","Asteraceae","","",NA,"Leucanthemum",NA,"eliasii","","species","Valid","Molec. Phylogen. Evol. 92: 325 (2015)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Molec. Phylogen. Evol. 92: 325. 2015 [20 Jun 2015] [epublished] to Molec. Phylogen. Evol. 92: 325 (2015), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77152147-1","The Asteraceaae TEN","A","gcc-125049",NA,TRUE,"Synonym","wfo-0001385612","Leucanthemum vulgare var. eliasii","smallest ID"
"117",117,"Linaria vulgaris Mill.","Linaria vulgaris Mill.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,79,1,"wfo-0000446438","urn:lsid:ipni.org:names:325777-2","635408","Linaria vulgaris","species","wfo-4000021818","Mill.","Plantaginaceae","","",NA,"Linaria",NA,"vulgaris","","species","Valid","Gard. Dict. ed. 8 : n.º 1 (1768)","Accepted",NA,"wfo-0000539345",NA,"Source in seed data: cmp Update namepublishedIn from Gard. Dict. ed. 8 1 1768  to Gard. Dict. ed. 8 : n.º 1 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","http://www.theplantlist.org/tpl1.1/record/kew-2498895","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2498895",NA,FALSE,"","","",""
"118",118,"Lolium perenne L.","Lolium perenne L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,80,1,"wfo-0000878441","urn:lsid:ipni.org:names:407493-1","422848","Lolium perenne","species","wfo-4000022095","L.","Poaceae","","",NA,"Lolium",NA,"perenne","","species","Valid","Sp. Pl. : 83 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 83 1753  to Sp. Pl. : 83 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-422848 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-422848","The Poaceae TEN","A","kew-422848",NA,TRUE,"Synonym","wfo-0000878457","Lolium perenne var. tenue","Accepted"
"121",121,"Lupinus nootkatensis Donn ex Sims","Lupinus nootkatensis Donn ex Sims",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,81,1,"wfo-0000213845","urn:lsid:ipni.org:names:145614-2","8906","Lupinus nootkatensis","species","wfo-4000022442","Donn ex Sims","Fabaceae","","",NA,"Lupinus",NA,"nootkatensis","","species","Valid","Bot. Mag.32: t. 1311 (1810)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from  to Bot. Mag. 32: t. 1311 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8906 >The Plant List v.1.1","https://www.legumedata.org/taxonomy/taxon/348285","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8906",NA,FALSE,"","","",""
"122",122,"Luzula multiflora subsp. multiflora","Luzula multiflora subsp. multiflora (Ehrh.) Lej.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,82,1,"wfo-0000777958","urn:lsid:ipni.org:names:77170419-1","316512","Luzula multiflora  subsp. multiflora","subspecies","wfo-0000777930","","Juncaceae","","",NA,"Luzula",NA,"multiflora","multiflora","subspecies","Valid","Unknown","Accepted",NA,"",NA,"Source in seed data: iopi Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77170419-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detai","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170419-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-316512",NA,FALSE,"","","",""
"123",123,"Melilotus albus Medik.","Melilotus albus Medik.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,83,1,"wfo-0000212815","urn:lsid:ipni.org:names:156656-2","7888","Melilotus albus","species","wfo-4000023647","Medik.","Fabaceae","","",NA,"Melilotus",NA,"albus","","species","Valid","Vorles. Churpfälz. Phys.-Ökon. Ges.2: 382 (1787)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from  to Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 382 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-788","https://www.legumedata.org/taxonomy/taxon/367267","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7888",NA,FALSE,"","","","Not a synonym"
"125",125,"Melilotus officinalis","Melilotus officinalis (L.)Pall.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,84,1,"wfo-0000213864","","8929","Melilotus officinalis","species","wfo-4000023647","(L.) Pall.","Fabaceae","","",NA,"Melilotus",NA,"officinalis","","species","Valid","Reise Russ. Reich. 3: 537. 1776","Accepted",NA,"",NA,"Source in seed data: ildis Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/ild-8929,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30429323-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8929",NA,FALSE,"","","","smallest ID"
"127",127,"Myosotis arvensis","Myosotis arvensis (L.) Hill",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,85,1,"wfo-0000367842","urn:lsid:ipni.org:names:118914-1","496451","Myosotis arvensis","species","wfo-4000025092","Hill","Boraginaceae","","",NA,"Myosotis",NA,"arvensis","","species","Valid","Veg. Syst. 7: 55 (1764)","Accepted",NA,"wfo-0000509822",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Hill to Hill, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2357149 >The Plant List v.1.1.</a","http://www.theplantlist.org/tpl1.1/record/kew-2357149","The Boraginaceae TEN","A","kew-2357149",NA,FALSE,"","","","Accepted"
"130",130,"Myosotis laxa subsp. caespitosa","Myosotis laxa subsp. caespitosa (C.F.Schultz) Nordh.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,86,1,"wfo-0000737436","","998588","Myosotis laxa  subsp. caespitosa","subspecies","wfo-0000368476","(Schultz) Hyl. ex Nordh.","Boraginaceae","","",NA,"Myosotis",NA,"laxa","caespitosa","subspecies","Valid","Norsk Fl. 529 1940","Accepted",NA,"wfo-0000367854",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2873257 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2873257 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2873257","The Boraginaceae TEN","A","kew-2873257",NA,FALSE,"","","",""
"131",131,"Myosotis scorpioides L.","Myosotis scorpioides L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,87,1,"wfo-0000368596","urn:lsid:ipni.org:names:119235-1","497627","Myosotis scorpioides","species","wfo-4000025092","L.","Boraginaceae","","",NA,"Myosotis",NA,"scorpioides","","species","Valid","Sp. Pl. : 131 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 131. 1753 [1 May 1753]  to Sp. Pl. : 131 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-23","http://www.theplantlist.org/tpl1.1/record/kew-2358330","The Boraginaceae TEN","A","kew-2358330",NA,FALSE,"","","","Accepted"
"133",133,"Myrrhis odorata","Myrrhis odorata (L.) Scop.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,88,1,"wfo-0000371898","urn:lsid:ipni.org:names:845120-1","503006","Myrrhis odorata","species","wfo-4000025192","(L.) Scop.","Apiaceae","","",NA,"Myrrhis",NA,"odorata","","species","Valid","Fl. Carniol. , ed. 2, 1: 207 (1771)","Accepted",NA,"wfo-0000434318",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Carniol., ed. 2. 1: 207. 1771  to Fl. Carniol. , ed. 2, 1: 207 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/kew-2363724","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2363724",NA,FALSE,"","","",""
"134",134,"Papaver croceum Ledeb.","Papaver croceum Ledeb.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,89,1,"wfo-1000000017","urn:lsid:ipni.org:names:77307942-1","","Oreomecon crocea","species","wfo-4100000014","(Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso","Papaveraceae","Papaveroideae","Papavereae",NA,"Oreomecon",NA,"crocea","","species","Valid","Nat. Hist. Sci. 9(1): 71. 2021 [23 Feb 2022] [epublished]","Accepted",NA,"wfo-0001090433",NA,"","","The Papaveraceae TEN","A","",NA,TRUE,"Synonym","wfo-0001090433","Papaver croceum",""
"135",135,"Persicaria lapathifolia","Persicaria lapathifolia (L.) S.F.Gray",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,90,1,"wfo-0000488400","urn:lsid:ipni.org:names:77069480-1","706493","Persicaria lapathifolia","species","wfo-4000028848","(L.) Delarbre","Polygonaceae","","",NA,"Persicaria",NA,"lapathifolia","","species","Valid","Fl. Auvergne , ed. 2: 519 (1800)","Accepted",NA,"wfo-0000490033",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2572508","The Caryophyllales Taxonomic Expert Network","A","kew-2572508",NA,FALSE,"","","","Not a synonym"
"137",137,"Phleum pratense subsp. pratense L.","Phleum pratense subsp. pratense L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,91,1,"wfo-0000890092","urn:lsid:ipni.org:names:415868-1","433846","Phleum pratense","species","wfo-4000029274","L.","Poaceae","","",NA,"Phleum",NA,"pratense","","species","Valid","Sp. Pl. : 59 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 59 1753  to Sp. Pl. : 59 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433846 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-433846","The Poaceae TEN","A","kew-433846",NA,TRUE,"Synonym","wfo-0001096014","Phleum pratense subsp. pratense",""
"138",138,"Pilosella aurantiaca F. Schultz & Sch. Bip.","Pilosella aurantiaca F. Schultz & Sch. Bip. ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,23,92,1,"wfo-0000030068","urn:lsid:ipni.org:names:238000-1","GCC-48BDBDEC-09C0-41FB-9C3B-DB6DCAC1FE90","Pilosella aurantiaca","species","wfo-4000029703","(L.) F.W.Schultz & Sch.Bip.","Asteraceae","","",NA,"Pilosella",NA,"aurantiaca","","species","Valid","Flora 45(27): 426 (1862)","Accepted",NA,"wfo-0000059787",NA,"Source in seed data: gcc Update namepublishedIn from Flora 45(27): 426. 1862 [5 Sep 1862]  to Flora 45(27): 426 (1862), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/gcc-129064","The Asteraceaae TEN","A","gcc-129064",NA,FALSE,"","","",""
"139",139,"Plantago canescens subsp. canescens Adams","Plantago canescens subsp. canescens Adams ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,23,93,1,"wfo-0000487781","urn:lsid:ipni.org:names:684983-1","705501","Plantago canescens","species","wfo-4000030044","Adams","Plantaginaceae","","",NA,"Plantago",NA,"canescens","","species","Valid","Nouv. Mém. Soc. Imp. Naturalistes Moscou 9: 233 (1834)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Nouv. Mém. Soc. Imp. Naturalistes Moscou 9: 233 1834  to Nouv. Mém. Soc. Imp. Naturalistes Moscou 9: 233 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <","http://www.theplantlist.org/tpl1.1/record/kew-2571514","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2571514",NA,FALSE,"","","",""
"140",140,"Plantago depressa Willd.","Plantago depressa Willd.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,94,1,"wfo-0000486802","urn:lsid:ipni.org:names:685094-1","704098","Plantago depressa","species","wfo-4000030044","Willd.","Plantaginaceae","","",NA,"Plantago",NA,"depressa","","species","Valid","Enum. Pl. Hort. Berol. , Suppl.: 8 (1814)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. Suppl. [Willdenow] 8. 1814 [Jul-Dec 1814]  to Enum. Pl. Hort. Berol. , Suppl.: 8 (1814), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","http://www.theplantlist.org/tpl1.1/record/kew-2570075","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2570075",NA,FALSE,"","","",""
"141",141,"Plantago lanceolata L.","Plantago lanceolata L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,95,1,"wfo-0000486603","urn:lsid:ipni.org:names:321285-2","703857","Plantago lanceolata","species","wfo-4000030044","L.","Plantaginaceae","","",NA,"Plantago",NA,"lanceolata","","species","Valid","Sp. Pl. : 113 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 113 1753  to Sp. Pl. : 113 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2569834 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2569834","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2569834",NA,FALSE,"","","",""
"142",142,"Plantago major L.","Plantago major L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,96,1,"wfo-0001325494","urn:lsid:ipni.org:names:60461923-2","60461923-2","Plantago major f. dura","form","","(Pilg.) Domin","Plantaginaceae","","",NA,"Plantago",NA,"major","dura","form","","Monogr. Skup. Plantago 13. 1933","Unchecked",NA,"",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","",NA,FALSE,"","","",""
"143",143,"Plantago media L.","Plantago media L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,7,97,1,"wfo-0001326174","urn:lsid:ipni.org:names:888312-1","888312-1","Plantago media f. ovata","form","","P.Snarskis","Plantaginaceae","","",NA,"Plantago",NA,"media","ovata","form","","Lietuvos TSR Fl. 5: 581. 1976","Unchecked",NA,"",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","",NA,FALSE,"","","","smallest ID"
