"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"Tanacetum vulgare","Tanacetum vulgare",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,154,1,"wfo-0000114512","urn:lsid:ipni.org:names:252568-1","GCC-56E0B6B9-1812-43B8-859F-63B1119ED590","Tanacetum vulgare","species","wfo-4000037526","L.","Asteraceae","","",NA,"Tanacetum","","vulgare","","species","Valid","Sp. Pl. : 844 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 844 1753  to Sp. Pl. : 844 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-76001 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-76001","The Asteraceaae TEN","A","gcc-76001","",FALSE,"","","",""
"Taraxacum ruderalia agg.","Taraxacum ruderalia agg.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,TRUE,15,155,1,"wfo-4000037583","urn:lsid:ipni.org:names:328762-2","","Taraxacum","genus","wfo-7000000146","F.H.Wigg.","Asteraceae","","",NA,"Taraxacum","","","","genus","Valid","Prim. Fl. Holsat. : 56 (1780)","Accepted","","",NA,"Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Compositae/Taraxacum/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Compositae/Taraxacum/ >The Plant List ","","The Asteraceaae TEN","A","","",FALSE,"","","","Accepted"
"Thlaspi arvense L.","Thlaspi arvense L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,3,156,1,"wfo-0000410873","urn:lsid:ipni.org:names:53451-3","575291","Thlaspi arvense","species","wfo-4000038223","L.","Brassicaceae","","",NA,"Thlaspi","","arvense","","species","Valid","Species Plantarum 2  1753","Accepted","","",NA,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 641 1753  to Species Plantarum 2  1753 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2437621 >The","http://www.theplantlist.org/tpl1.1/record/kew-2437621","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2437621","",FALSE,"","","",""
"Trifolium hybridum L.","Trifolium hybridum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,157,1,"wfo-0000213009","urn:lsid:ipni.org:names:30240399-2","8085","Trifolium hybridum","species","wfo-4000039133","L.","Fabaceae","","",NA,"Trifolium","","hybridum","","species","Valid","Sp. Pl.: 766 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 766 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8085 >The Plant List v.1.1.</a> Or","https://www.legumedata.org/taxonomy/taxon/439112","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8085","",FALSE,"","","",""
"Trifolium pratense L.","Trifolium pratense L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,158,1,"wfo-0000213053","urn:lsid:ipni.org:names:523575-1","8127","Trifolium pratense","species","wfo-4000039133","L.","Fabaceae","","",NA,"Trifolium","","pratense","","species","Valid","Sp. Pl.: 768 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 768 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8127 >The Plant List v.1.1.</a> Or","https://www.legumedata.org/taxonomy/taxon/440043","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8127","",FALSE,"","","",""
"Trifolium repens L.","Trifolium repens L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,159,1,"wfo-0000213062","urn:lsid:ipni.org:names:523626-1","8135","Trifolium repens","species","wfo-4000039133","L.","Fabaceae","","",NA,"Trifolium","","repens","","species","Valid","Sp. Pl.: 767 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 767 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8135 >The Plant List v.1.1.</a> Or","https://www.legumedata.org/taxonomy/taxon/439997","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8135","",TRUE,"Synonym","wfo-0001061248","Trifolium repens f. repens",""
"Tripleurospermum inodorum","Tripleurospermum inodorum (L.) Sch.-Bip",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,160,1,"wfo-0000014118","urn:lsid:ipni.org:names:256500-1","GCC-C66A8092-CDD6-4B2A-8C47-B81B144093F8","Tripleurospermum inodorum","species","wfo-4000039281","(L.) Sch.Bip.","Asteraceae","","",NA,"Tripleurospermum","","inodorum","","species","Valid","Tanaceteen : 32 (1844)","Accepted","","wfo-0000084296",NA,"Source in seed data: gcc Update namepublishedIn from Tanacet. 32 1844  to Tanaceteen : 32 (1844), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-113650 >The Plant","http://www.theplantlist.org/tpl1.1/record/gcc-113650","The Asteraceaae TEN","A","gcc-113650","",FALSE,"","","",""
"Tripleurospermum maritimum subsp. subpolare","Tripleurospermum maritimum subsp. subpolare (Pobed.) Hämet-Ahti",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,161,1,"wfo-0000031808","urn:lsid:ipni.org:names:256523-1","GCC-BA721F67-B068-4938-A7D1-DF4C68077EC4","Tripleurospermum subpolare","species","wfo-4000039281","Pobed.","Asteraceae","","",NA,"Tripleurospermum","","subpolare","","species","Valid","Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 21: 347 (1961)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 21: 347. 1961  to Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 21: 347 (1961), information provided by Alan E. on email Jun. 07 20","http://www.theplantlist.org/tpl1.1/record/gcc-130755","The Asteraceaae TEN","A","gcc-130755","",TRUE,"Synonym","wfo-0000104541","Tripleurospermum maritimum subsp. subpolare",""
"Tripleurospermum tetragonospermum","Tripleurospermum tetragonospermum (F. Schmidt) Pobed.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,162,1,"wfo-0000007796","urn:lsid:ipni.org:names:256528-1","GCC-89592616-467B-49F7-AB2E-AA45DC2C29AC","Tripleurospermum tetragonospermum","species","wfo-4000039281","(F.Schmidt) Pobed.","Asteraceae","","",NA,"Tripleurospermum","","tetragonospermum","","species","Valid","Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 21: 346 (1961)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 21: 346. 1961  to Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 21: 346 (1961), information provided by Alan E. on email Jun. 07 20","http://www.theplantlist.org/tpl1.1/record/gcc-107538","The Asteraceaae TEN","A","gcc-107538","",FALSE,"","","",""
"Urtica dioica subsp. dioica L.","Urtica dioica subsp. dioica L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,17,163,1,"wfo-0000416616","urn:lsid:ipni.org:names:260630-2","586104","Urtica dioica","species","wfo-4000039887","L.","Urticaceae","","",NA,"Urtica","","dioica","","species","Valid","Sp. Pl. : 984 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 984 1753  to Sp. Pl. : 984 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2448560 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2448560","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2448560","",FALSE,"","","",""
"Urtica urens L.","Urtica urens L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,3,164,1,"wfo-0000416948","urn:lsid:ipni.org:names:857987-1","586542","Urtica urens","species","wfo-4000039887","L.","Urticaceae","","",NA,"Urtica","","urens","","species","Valid","Sp. Pl. : 984 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 984 1753  to Sp. Pl. : 984 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2449000 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2449000","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2449000","",FALSE,"","","",""
"Veronica serpyllifolia subsp. serpyllifolia L.","Veronica serpyllifolia subsp. serpyllifolia L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,165,1,"wfo-0000425204","urn:lsid:ipni.org:names:812650-1","599573","Veronica serpyllifolia","species","wfo-4000040171","L.","Plantaginaceae","","",NA,"Veronica","","serpyllifolia","","species","Valid","Sp. Pl. : 12 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 12 1753  to Sp. Pl. : 12 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2462094 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-2462094","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2462094","",TRUE,"Synonym","wfo-0001137353","Veronica serpyllifolia subsp. serpyllifolia",""
"Vicia cracca L.","Vicia cracca L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,166,1,"wfo-0000214046","urn:lsid:ipni.org:names:30263827-2","9103","Vicia cracca","species","wfo-4000040234","L.","Fabaceae","","",NA,"Vicia","","cracca","","species","Valid","Sp. Pl.: 735 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 735 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-9103 >The Plant List v.1.1.</a> Or","https://www.legumedata.org/taxonomy/taxon/452117","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-9103","",TRUE,"Synonym","wfo-0001061249","Vicia cracca f. cracca","smallest ID"
"Vicia hirsuta","Vicia hirsuta (L.)Gray",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,167,1,"wfo-0000212743","urn:lsid:ipni.org:names:524810-1","7815","Vicia hirsuta","species","wfo-4000040234","(L.) Gray","Fabaceae","","",NA,"Vicia","","hirsuta","","species","Valid","Nat. Arr. Brit. Pl.2: 614 (1821 publ. 1822)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Nat. Arr. Brit. Pl. 2: 614 (1821 publ. 1822), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-7815 >The ","https://www.legumedata.org/taxonomy/taxon/452234","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7815","",FALSE,"","","",""
"Vicia sepium L.","Vicia sepium L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,168,1,"wfo-0000212792","urn:lsid:ipni.org:names:525130-1","7863","Vicia sepium","species","wfo-4000040234","L.","Fabaceae","","",NA,"Vicia","","sepium","","species","Valid","Sp. Pl.: 737 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 737 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-7863 >The Plant List v.1.1.</a> Or","https://www.legumedata.org/taxonomy/taxon/451888","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7863","",TRUE,"Synonym","wfo-0001449778","Vicia sepium var. alba","smallest ID"
"Vicia tenuifolia Roth","Vicia tenuifolia Roth",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,169,2,"wfo-0000212800","urn:lsid:ipni.org:names:525193-1","7870","Vicia tenuifolia","species","wfo-4000040234","Roth","Fabaceae","","",NA,"Vicia","","tenuifolia","","species","Valid","Tent. Fl. Germ.1: 309 (1788)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Tent. Fl. Germ. 1: 309. 1788 [Feb-Apr 1788]  to Tent. Fl. Germ. 1: 309 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","https://www.legumedata.org/taxonomy/taxon/450658","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-7870","",FALSE,"","","","Not a synonym"
