rawName,rawName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Potamogeton compressus,Potamogeton compressus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,9,1,wfo-0000769769,urn:lsid:ipni.org:names:323118-2,308518,Potamogeton compressus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",compressus,"",species,Valid,Sp. Pl. : 127 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308518 >The Plant L",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323118-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308518,"",FALSE,"","","",""
Potamogeton foliosus subsp. foliosus,Potamogeton foliosus subsp. foliosus,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,wfo-0000773475,urn:lsid:ipni.org:names:77169045-1,312087,Potamogeton foliosus  subsp. foliosus,subspecies,wfo-0000769825,"",Potamogetonaceae,"","",,Potamogeton,"",foliosus,foliosus,subspecies,Valid,Unknown,Accepted,"","",,"Source in seed data: wcs Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77169045-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detail",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77169045-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-312087,"",FALSE,"","","",""
Potamogeton sibiricus,Potamogeton sibiricus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,2,1,wfo-0000769993,urn:lsid:ipni.org:names:603414-1,308721,Potamogeton sibiricus,species,wfo-4000031022,A.Benn.,Potamogetonaceae,"","",,Potamogeton,"",sibiricus,"",species,Valid,J. Bot.  28: 300 (1890),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from J. Bot. 28: 300 1890  to J. Bot. 28: 300 (1890), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308721 >The P",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:603414-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308721,"",FALSE,"","","",""
Potamogeton pusillus,Potamogeton pusillus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,3,1,wfo-0000769966,urn:lsid:ipni.org:names:208919-2,308698,Potamogeton pusillus,species,wfo-4000031022,L.,Potamogetonaceae,"","",,Potamogeton,"",pusillus,"",species,Valid,Sp. Pl. : 127 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308698 >The Plant L",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:208919-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-308698,"",FALSE,"","","",""
Veratrum viride subsp. eschscholtzii,Veratrum viride subsp. eschscholtzii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,4,1,wfo-0000753566,urn:lsid:ipni.org:names:77188798-1,293019,Veratrum viride  var. eschscholtzianum,variety,wfo-0000751734,(Schult. & Schult.f.) Breitung,Melanthiaceae,"","",,Veratrum,"",viride,eschscholtzianum,variety,Valid,Canad. Field-Naturalist 71: 49 (1957),Accepted,"",wfo-0000771230,,"Source in seed data: wcs Update namepublishedIn from Canad. Field-Naturalist 71: 49 1957  to Canad. Field-Naturalist 71: 49 (1957), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t",http://www.theplantlist.org/tpl1.1/record/kew-293019,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-293019,"",TRUE,Synonym,wfo-0000753565,Veratrum viride subsp. eschscholtzii,""
Paris quadrifolia,Paris quadrifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,5,1,wfo-0000715208,urn:lsid:ipni.org:names:539724-1,283886,Paris quadrifolia,species,wfo-4000028211,L.,Melanthiaceae,"","",,Paris,"",quadrifolia,"",species,Valid,Sp. Pl. : 367 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 367 1753  to Sp. Pl. : 367 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-283886 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-283886,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-283886,"",FALSE,"","","",""
Fritillaria camschatcensis,Fritillaria camschatcensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,6,1,wfo-0000767712,urn:lsid:ipni.org:names:535082-1,306541,Fritillaria camschatcensis,species,wfo-4000015067,Ker Gawl.,Liliaceae,"","",,Fritillaria,"",camschatcensis,"",species,Valid,Bot. Mag. 30: t. 1216 (1809),Accepted,"",wfo-0000684834,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Ker Gawl. to Ker Gawl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-306541 >The Plant List ",http://www.theplantlist.org/tpl1.1/record/kew-306541,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-306541,"",FALSE,"","","",""
Goodyera repens,Goodyera repens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,7,1,wfo-0000974755,urn:lsid:ipni.org:names:1088707-2,91902,Goodyera repens,species,wfo-4000016055,(L.) R.Br. in W.T.Aiton,Orchidaceae,"","",,Goodyera,"",repens,"",species,Valid,Hortus Kew. 5: 198 (1813),Accepted,"",wfo-0000304871,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) R.Br. to (L.) R.Br. in W.T.Aiton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-91902 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-91902,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-91902,"",FALSE,"","","",""
Allium strictum,Allium strictum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,8,1,wfo-0000757456,urn:lsid:ipni.org:names:528932-1,296690,Allium strictum,species,wfo-4000001260,Schrad.,Amaryllidaceae,"","",,Allium,"",strictum,"",species,Valid,Hort. Gott. : 7 (1809),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Hort. Goett. I. 1.  to Hort. Gott. : 7 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-296690 >The Pla",http://www.theplantlist.org/tpl1.1/record/kew-296690,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-296690,"",FALSE,"","","",""
Juncus minutulus,Juncus minutulus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,9,2,wfo-0000776914,urn:lsid:ipni.org:names:77084798-1,315477,Juncus minutulus,species,wfo-4000019671,(Albert & Jahand.) Prain,Juncaceae,"","",,Juncus,"",minutulus,"",species,Valid,"Index Kew. , Suppl. 5: 143 (1921)",Accepted,"",wfo-0000776065,,"Source in seed data: iopi Update namepublishedIn from Index Kew. Suppl. 5: 143. 1921  to Index Kew. , Suppl. 5: 143 (1921), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084798-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-315477,"",FALSE,"","","",Not a synonym
Juncus tenuis,Juncus tenuis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,1,1,wfo-0000777403,urn:lsid:ipni.org:names:304453-2,315959,Juncus tenuis,species,wfo-4000019671,Willd.,Juncaceae,"","",,Juncus,"",tenuis,"",species,Valid,"Sp. Pl., ed. 4.  2: 214 (1799)",Accepted,"","",,"Source in seed data: iopi Update namepublishedIn from Sp. Pl. 2: 214 1799  to Sp. Pl., ed. 4 , 2: 214 (1799), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-31595",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304453-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-315959,"",FALSE,"","","",""
Luzula piperi,Luzula piperi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,2,1,wfo-0000778070,urn:lsid:ipni.org:names:146258-2,316634,Luzula piperi,species,wfo-4000022464,(Coville) M.E.Jones,Juncaceae,"","",,Luzula,"",piperi,"",species,Valid,"Bull. Montana State Univ., Biol. Ser. 15: 22 (1910)",Accepted,"",wfo-0000775671,,"Source in seed data: iopi Updated scientificnameAuthorship from (Coville) M.E.Jones to M.E.Jones, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-316634 >The Plant",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146258-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-316634,"",FALSE,"","","",""
Schoenoplectus validus,Schoenoplectus validus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,3,1,wfo-0000528404,urn:lsid:ipni.org:names:1019164-1,263102,Schoenoplectus tabernaemontani,species,wfo-4000034542,(C.C.Gmel.) Palla,Cyperaceae,"","",,Schoenoplectus,"",tabernaemontani,"",species,Valid,Bot. Jahrb. Syst.  10: 299 (1888),Accepted,"",wfo-0000546312,,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 10: 299 1888  to Bot. Jahrb. Syst. 10: 299 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1019164-1,The Cyperaceae TEN,A,kew-263102,"",TRUE,Synonym,wfo-0000528572,Schoenoplectus validus,""
Schoenoplectus pungens,Schoenoplectus pungens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,4,1,wfo-0000528016,urn:lsid:ipni.org:names:1019167-1,263065,Schoenoplectus pungens,species,wfo-4000034542,(Vahl) Palla,Cyperaceae,"","",,Schoenoplectus,"",pungens,"",species,Valid,Bot. Jahrb. Syst.  10: 299 (1888),Accepted,"",wfo-0000543802,,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 10: 299 1888  to Bot. Jahrb. Syst. 10: 299 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1019167-1,The Cyperaceae TEN,A,kew-263065,"",FALSE,"","","",""
Eriophorum virginicum,Eriophorum virginicum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,5,1,wfo-0000415188,urn:lsid:ipni.org:names:307421-1,244619,Eriophorum virginicum,species,wfo-4000013860,L.,Cyperaceae,"","",,Eriophorum,"",virginicum,"",species,Valid,Sp. Pl. : 52 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 52 1753  to Sp. Pl. : 52 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-244619 >The Plant Lis",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:307421-1,The Cyperaceae TEN,A,kew-244619,"",FALSE,"","","",""
